Primary ID		M18.p(ctr)[1]	M18.p(corr)[1]
3.17		0.00329126	0.169565
3.15		7.74944e-05	0.0174652
3.13		-0.000527207	-0.04249
3.11		0.00316439	0.0991176
3.09		0.000538599	0.0321283
3.07		0.000266285	0.0634082
3.05		0.00189376	0.0869433
3.03		0.00404986	0.115484
3.01		0.0082643	0.108265
2.99		0.00645342	0.179368
2.97		0.00161496	0.170377
2.95		0.000374796	0.164748
2.93		0.00063445	0.142121
2.91		0.000211273	0.0417815
2.89		-6.98455e-05	-0.0134264
2.87		0.00179561	0.142266
2.85		0.00153756	0.12178
2.83		0.00309595	0.433473
2.81		0.000527257	0.0672343
2.79		-0.000248712	-0.0243434
2.77		1.38669e-05	0.00392434
2.75		0.000292311	0.0498664
2.73		-0.000858161	-0.129134
2.71		-0.000588879	-0.122509
2.69		-8.87727e-05	-0.0166401
2.67		-0.00186514	-0.172061
2.65		-0.00254316	-0.242786
2.63		-0.00148764	-0.149593
2.61		-0.000312039	-0.0672141
2.59		-0.000316074	-0.0569886
2.57		-0.000402129	-0.0576145
2.55		0.000619818	0.0613559
2.53		0.00052161	0.0864339
2.51		0.000256187	0.0642991
2.49		1.15391e-05	0.00160387
2.47		0.000662869	0.131758
2.45		0.00270723	0.301462
2.43		0.00187101	0.152929
2.41		-0.00128808	-0.115521
2.39		-0.0899181	-0.220312
2.37		-0.00140226	-0.156308
2.35		-0.00381865	-0.0825672
2.33		-0.000924706	-0.0263865
2.31		0.00255973	0.212739
2.29		0.00178369	0.177431
2.27		0.000519414	0.0504271
2.25		-0.00131778	-0.0832418
2.23		-0.00140008	-0.0260152
2.21		-0.0014921	-0.050738
2.19		0.000896543	0.0322581
2.17		0.00696355	0.0616628
2.15		-0.00549257	-0.0571947
2.13		-0.00451902	-0.106909
2.11		-0.00212245	-0.0697815
2.09		0.000594649	0.0338025
2.07		-0.00130685	-0.0479408
2.05		-0.00554717	-0.104601
2.03		-0.00573818	-0.114457
2.01		-0.000924371	-0.0310907
1.99		0.000250526	0.0103242
1.97		0.00616919	0.174178
1.95		-0.00392252	-0.19666
1.93		-0.00356407	-0.156281
1.91		0.055181	0.0991064
1.89		0.0019405	0.0586731
1.87		-0.00145649	-0.0865793
1.85		-0.00321515	-0.249533
1.83		-0.00185874	-0.175972
1.81		0.00110043	0.105071
1.79		0.00312613	0.233051
1.77		0.00533713	0.287744
1.75		0.00542189	0.209807
1.73		0.003167	0.11682
1.71		0.00296649	0.0739529
1.69		0.00418078	0.139904
1.67		0.00298557	0.0727714
1.65		0.00487025	0.0888549
1.63		0.00384946	0.0717457
1.61		0.00172016	0.040115
1.59		4.26657e-05	0.00745868
1.57		0.000593636	0.0346418
1.55		-0.00611459	-0.0862252
1.53		-0.00192752	-0.0498904
1.51		-0.00217732	-0.0903154
1.49		-0.00223226	-0.106628
1.47		-0.00462195	-0.0560447
1.45		0.00103223	0.0533438
1.43		-0.00180677	-0.113982
1.41		-0.00114237	-0.070357
1.39		-0.000451863	-0.023942
1.37		0.000690054	0.0408528
1.35		-0.000519365	-0.0429401
1.33		0.00206745	0.0497963
1.31		0.00153133	0.027284
1.29		-0.00484835	-0.0932078
1.27		-0.00382376	-0.0955003
1.25		-0.00164685	-0.0811355
1.23		0.000318538	0.0226972
1.21		-3.06014e-05	-0.00296879
1.19		0.00129004	0.0922434
1.17		0.00909959	0.170086
1.15		0.0177391	0.217781
1.13		0.00207324	0.137991
1.11		0.000758586	0.119183
1.09		-3.39188e-06	-0.000318612
1.07		0.00137824	0.156448
1.05		0.0155191	0.0936442
1.03		0.00237572	0.0336197
1.01		-0.000716865	-0.0420506
0.99		0.000125393	0.00336333
0.97		0.00207831	0.0363482
0.95		-0.00439575	-0.0614376
0.93		0.00299451	0.0592085
0.91		-0.00201462	-0.0464342
0.89		-0.0104598	-0.0756979
0.87		-0.00890064	-0.11031
0.85		-0.00160864	-0.0604127
0.83		-0.000988182	-0.0986238
0.81		-0.00112114	-0.321967
0.79		-0.00275444	-0.387835
0.77		-0.000113676	-0.0352751
0.75		7.17619e-06	0.00803714
0.73		0.00088509	0.0879315
0.71		0.000770859	0.0209655
0.69		-0.00431963	-0.303842
0.67		-0.000404212	-0.0522825
0.65		0.000304302	0.0628066
0.63		-0.000228863	-0.153046
0.61		-0.000160753	-0.151332
0.59		-5.93035e-05	-0.0407298
0.57		-5.73483e-05	-0.263404
0.55		-1.09501e-05	-0.0828898
0.53		-8.98545e-06	-0.0682973
0.51		-1.13892e-05	-0.13827
0.49		5.86553e-06	0.0774964
0.47		-1.17273e-05	-0.147219
0.45		-9.31328e-06	-0.125366
0.43		4.98312e-06	0.0615239
0.41		1.5214e-07	0.00240295
0.39		-9.7986e-06	-0.126957
0.37		-4.7009e-06	-0.0786668
0.35		-2.98707e-06	-0.0329283
0.33		-5.63044e-06	-0.103594
0.31		4.87894e-06	0.051244
0.29		-9.76906e-08	-0.00188004
0.27		-7.2608e-06	-0.0864983
0.25		-2.72158e-06	-0.0664976
0.23		1.87712e-07	0.00221487
0.21		-6.84448e-06	-0.161904
0.19		6.63244e-06	0.0761658
0.17		-1.27681e-06	-0.0160529
0.15		-1.27934e-05	-0.0324163
0.13		-2.08537e-05	-0.0248056
0.11		-3.86006e-05	-0.026631
0.09		3.42398e-05	0.0157806
0.07		-0.000125615	-0.0439197
0.05		-0.000356507	-0.0956566
0.03		-0.000254732	-0.059598
0.01		-0.000223109	-0.0469008
