Primary ID		M7.p(ctr)[1]	M7.p(corr)[1]
4.61		-0.00795298	-0.405524
4.59		-0.0225549	-0.569153
4.57		-0.00762366	-0.36867
4.55		-0.00646029	-0.49469
4.53		-0.00372671	-0.375417
4.51		-0.0112838	-0.526231
4.49		-0.0129999	-0.698609
4.47		-0.0265313	-0.639629
4.45		-0.0186372	-0.640779
4.43		-0.0305991	-0.486783
4.41		-0.0148618	-0.438591
4.39		-0.000709785	-0.200936
4.37		0.000392394	0.196215
4.35		-0.000977637	-0.343751
4.33		-0.00475717	-0.325916
4.31		0.000273718	0.0879961
4.29		-0.00218613	-0.245874
4.27		-0.00427032	-0.44225
4.25		-0.00621668	-0.574229
4.23		-0.00763074	-0.61194
4.21		-0.0149741	-0.728352
4.19		-0.0333911	-0.586274
4.17		-0.00868849	-0.624499
4.15		-0.010097	-0.360869
4.13		-0.016994	-0.426348
4.11		-0.0194743	-0.399452
4.09		-0.0130988	-0.562944
4.07		-0.0111689	-0.62583
4.05		-0.00438159	-0.302484
4.03		-0.000988521	-0.0997185
4.01		-0.01159	-0.519052
3.99		-0.0195975	-0.624228
3.97		-0.0397427	-0.647195
3.95		-0.0674021	-0.601468
3.93		-0.094704	-0.736659
3.91		-0.0879103	-0.744234
3.89		-0.0890414	-0.557965
3.87		-0.0892532	-0.640444
3.85		-0.0799722	-0.682152
3.83		-0.0953863	-0.717809
3.81		-0.14355	-0.706789
3.79		-0.172799	-0.70318
3.77		-0.141934	-0.789885
3.75		-0.176082	-0.821531
3.73		-0.124641	-0.675737
3.71		-0.11459	-0.643153
3.69		-0.101831	-0.692823
3.67		-0.119193	-0.788669
3.65		-0.154083	-0.758768
3.63		-0.120643	-0.733108
3.61		-0.0749626	-0.75246
3.59		-0.117306	-0.663842
3.57		-0.10564	-0.701726
3.55		-0.0612693	-0.487175
3.53		-0.0354695	-0.575806
3.51		-0.0237849	-0.556575
3.49		-0.0280337	-0.571579
3.47		-0.0220901	-0.445688
3.45		-0.00191203	-0.08816
3.43		-1.61678e-05	-0.00102436
3.41		0.0071218	0.422323
3.39		0.00320122	0.292048
3.37		-0.000504165	-0.317908
3.35		0.00255219	0.368878
3.33		-0.00181213	-0.330949
3.31		-0.0124897	-0.695149
3.29		-0.0273726	-0.787355
3.27		-0.0285794	-0.773129
3.25		-0.000655517	-0.0673698
3.23		0.00342004	0.283862
3.21		-0.00141244	-0.270812
3.19		-0.00124446	-0.19011
3.17		0.000935189	0.0658244
3.15		-0.000496125	-0.138262
3.13		-0.00768617	-0.501808
3.11		-0.00338835	-0.0971255
3.09		-0.00012064	-0.0172423
3.07		-0.00101231	-0.312513
3.05		0.00176442	0.21509
3.03		0.00209439	0.121739
3.01		0.00722954	0.0917024
2.99		0.00302054	0.083599
2.97		0.000891274	0.140722
2.95		0.000308953	0.365318
2.93		0.000418559	0.32617
2.91		0.000222342	0.102043
2.89		0.00077921	0.265713
2.87		0.001206	0.256234
2.85		0.000426782	0.178092
2.83		0.000755569	0.316918
2.81		0.00110249	0.327888
2.79		0.00100811	0.24797
2.77		-0.00143542	-0.461458
2.75		-0.00530315	-0.568482
2.73		-0.00287041	-0.513677
2.71		-0.00289019	-0.516741
2.69		-0.00525955	-0.427397
2.67		-0.00838085	-0.416425
2.65		-0.00509436	-0.40321
2.63		0.00120676	0.442236
2.61		0.000346469	0.443374
2.59		0.000951104	0.672925
2.57		-0.000529899	-0.230188
2.55		-0.00658973	-0.461564
2.53		-0.00634532	-0.345487
2.51		-0.0014156	-0.130192
2.49		0.00061412	0.19042
2.47		0.00101249	0.258458
2.45		0.00174651	0.364576
2.43		0.00144859	0.379624
2.41		-0.000713415	-0.113941
2.39		-0.0249808	-0.14754
2.37		-0.000327036	-0.0401346
2.35		0.00407781	0.199028
2.33		0.00370382	0.248633
2.31		0.00105879	0.210887
2.29		-0.00178165	-0.21432
2.27		-0.000601053	-0.0746888
2.25		0.00159797	0.200022
2.23		0.00552097	0.230614
2.21		0.000768378	0.0507879
2.19		0.00681347	0.618035
2.17		0.0307429	0.616509
2.15		0.0298939	0.691685
2.13		0.00639096	0.36599
2.11		-0.000946388	-0.0791644
2.09		-0.00713903	-0.443359
2.07		-0.024353	-0.576569
2.05		-0.0948818	-0.511715
2.03		-0.12543	-0.589597
2.01		-0.044242	-0.593191
1.99		-0.00722277	-0.438767
1.97		0.000778243	0.0268005
1.95		0.000227913	0.0335981
1.93		0.00290974	0.335531
1.91		0.142349	0.419646
1.89		-0.0035511	-0.120592
1.87		-0.00110212	-0.0924898
1.85		0.00129096	0.28644
1.83		0.000883993	0.140285
1.81		-0.000558857	-0.112088
1.79		-0.00314051	-0.407664
1.77		-0.0107966	-0.539607
1.75		-0.00393714	-0.249488
1.73		0.000558823	0.0338159
1.71		-0.000538647	-0.0101665
