Primary ID		M18.p(ctr)[1]	M18.p(corr)[1]
4.49		0.000850409	0.0454737
4.47		0.000339913	0.028227
4.45		0.000617512	0.0415253
4.43		8.95392e-05	0.0091925
4.41		-0.000659607	-0.123238
4.39		-0.000225664	-0.0667123
4.37		0.000204077	0.0368699
4.35		0.000469414	0.0683744
4.33		-0.000307417	-0.0533195
4.31		7.94716e-05	0.012238
4.29		0.00075366	0.0630571
4.27		0.00113217	0.106524
4.25		0.00483639	0.18052
4.23		0.00252298	0.142802
4.21		0.00122709	0.0828484
4.19		0.00149631	0.116904
4.17		0.00164494	0.115723
4.15		0.0015855	0.124873
4.13		0.00121082	0.0393059
4.11		0.00266315	0.0787081
4.09		0.00409447	0.153697
4.07		0.000107467	0.012099
4.05		0.00156447	0.0890782
4.03		0.00596039	0.201602
4.01		0.00366488	0.128162
3.99		0.00261054	0.102497
3.97		0.00250299	0.0948983
3.95		0.00396685	0.141223
3.93		0.0050993	0.108149
3.91		0.00759593	0.187085
3.89		0.00438491	0.080098
3.87		0.00936085	0.179562
3.85		0.0204009	0.265309
3.83		0.0189189	0.243899
3.81		0.0131772	0.191689
3.79		0.0125539	0.161997
3.77		0.0143588	0.139647
3.75		0.00806895	0.0769161
3.73		0.00984022	0.122027
3.71		0.00741431	0.109725
3.69		-0.0113313	-0.0326303
3.67		0.0126514	0.186785
3.65		0.00949878	0.12602
3.63		0.00761531	0.163396
3.61		0.00617451	0.184867
3.59		0.00272494	0.0781497
3.57		0.00299717	0.124639
3.55		0.00192365	0.0268827
3.53		3.17544e-05	0.00160433
3.51		0.00428224	0.210293
3.49		0.00287455	0.127368
3.47		0.00114523	0.0355371
3.45		0.00459323	0.140086
3.43		0.00487804	0.198992
3.41		-0.00234492	-0.0371077
3.39		0.000349872	0.0128228
3.37		0.000459075	0.124748
3.35		0.000608291	0.0310963
3.33		-0.000101238	-0.00605935
3.31		0.000506859	0.0370617
3.29		0.00329952	0.187455
3.27		0.00413325	0.226788
3.25		-0.00217488	-0.045153
3.23		0.000841998	0.0255642
3.21		0.00386793	0.291871
3.19		0.00220067	0.14868
3.17		0.00328745	0.169354
3.15		7.71945e-05	0.0173962
3.13		-0.000527222	-0.0424876
3.11		0.00316607	0.099162
3.09		0.000545345	0.032528
3.07		0.000265893	0.0633095
3.05		0.00190056	0.0872484
3.03		0.00405644	0.115661
3.01		0.00824575	0.108013
2.99		0.00645255	0.179329
2.97		0.00161703	0.170582
2.95		0.000374797	0.164734
2.93		0.000631912	0.14154
2.91		0.00021077	0.0416786
2.89		-7.0015e-05	-0.0134579
2.87		0.00178941	0.141763
2.85		0.0015326	0.121378
2.83		0.00309275	0.432988
2.81		0.000528775	0.0674219
2.79		-0.000247747	-0.024247
2.77		1.21817e-05	0.00344706
2.75		0.000290042	0.049475
2.73		-0.00086276	-0.129815
2.71		-0.000589654	-0.12266
2.69		-9.12696e-05	-0.0171068
2.67		-0.00186564	-0.172093
2.65		-0.00254851	-0.243276
2.63		-0.00149014	-0.149832
2.61		-0.000313085	-0.0674338
2.59		-0.000315303	-0.0568449
2.57		-0.000400243	-0.0573394
2.55		0.00061588	0.0609608
2.53		0.000521507	0.0864093
2.51		0.000257883	0.0647192
2.49		1.72779e-05	0.00240154
2.47		0.000663422	0.131857
2.45		0.00270779	0.301499
2.43		0.00187846	0.153524
2.41		-0.00128688	-0.115404
2.39		-0.0899586	-0.220392
2.37		-0.00139948	-0.155985
2.35		-0.00382049	-0.0826001
2.33		-0.000923499	-0.0263498
2.31		0.00255459	0.212294
2.29		0.0017796	0.177009
2.27		0.000515945	0.0500864
2.25		-0.00131309	-0.0829378
2.23		-0.00141492	-0.0262888
2.21		-0.0014945	-0.0508154
2.19		0.000898287	0.0323182
2.17		0.00694972	0.0615353
2.15		-0.00552499	-0.0575277
2.13		-0.00451934	-0.106908
2.11		-0.00210464	-0.0691901
2.09		0.000603478	0.0343014
2.07		-0.00132277	-0.0485209
2.05		-0.00556803	-0.104986
2.03		-0.00575343	-0.114752
2.01		-0.000934675	-0.0314347
1.99		0.000256993	0.01059
1.97		0.00617987	0.174465
1.95		-0.00393152	-0.197095
1.93		-0.00357627	-0.156803
1.91		0.0549009	0.098595
1.89		0.00192347	0.0581534
1.87		-0.00146214	-0.0869079
1.85		-0.00321352	-0.249385
1.83		-0.0018611	-0.176181
1.81		0.00110479	0.105478
1.79		0.00313422	0.233634
1.77		0.00533761	0.287746
1.75		0.00542575	0.209939
1.73		0.00315946	0.116533
1.71		0.00296196	0.0738335
1.69		0.00417147	0.139581
1.67		0.00297092	0.0724084
1.65		0.00485711	0.0886076
1.63		0.00384317	0.0716224
1.61		0.00172213	0.0401577
1.59		4.39361e-05	0.00768017
1.57		0.000585701	0.0341759
1.55		-0.00614306	-0.0866194
1.53		-0.00193398	-0.050053
1.51		-0.0021754	-0.0902281
1.49		-0.00223935	-0.106958
1.47		-0.00463349	-0.0561797
1.45		0.00101882	0.0526468
1.43		-0.00181253	-0.114336
1.41		-0.00113995	-0.0702017
1.39		-0.000441056	-0.0233674
1.37		0.000696268	0.0412172
1.35		-0.000516037	-0.0426613
1.33		0.00207329	0.0499327
1.31		0.00153442	0.0273367
1.29		-0.0048473	-0.0931796
1.27		-0.00383498	-0.0957721
1.25		-0.0016593	-0.0817422
1.23		0.00030347	0.0216215
1.21		-3.42578e-05	-0.00332311
1.19		0.00127902	0.091448
1.17		0.00907497	0.169611
1.15		0.0177296	0.217647
1.13		0.00206759	0.137603
1.11		0.000760987	0.11955
1.09		4.67524e-07	4.39412e-05
1.07		0.00138027	0.156666
1.05		0.0155298	0.0937008
1.03		0.00237066	0.0335451
1.01		-0.000721909	-0.0423428
0.99		0.000122935	0.00329697
0.97		0.00209039	0.0365564
0.95		-0.00438595	-0.0612953
0.93		0.00302184	0.0597441
0.91		-0.00199071	-0.0458793
0.89		-0.0104876	-0.0758931
0.87		-0.00891986	-0.110539
0.85		-0.00159977	-0.0600741
0.83		-0.000987735	-0.0985705
0.81		-0.00112295	-0.322457
0.79		-0.00275964	-0.388534
0.77		-0.000115244	-0.0357583
0.75		7.66222e-06	0.00858065
0.73		0.000892285	0.0886388
0.71		0.000784524	0.0213354
0.69		-0.00432129	-0.303934
0.67		-0.000403363	-0.0521683
0.65		0.000304818	0.0629078
0.63		-0.000228412	-0.152731
0.61		-0.00016107	-0.151617
0.59		-5.97679e-05	-0.0410453
0.57		-5.74094e-05	-0.263662
0.55		-1.1002e-05	-0.0832755
0.53		-9.02673e-06	-0.0686053
0.51		-1.13774e-05	-0.138114
0.49		5.88101e-06	0.0776943
0.47		-1.17127e-05	-0.147023
0.45		-9.29727e-06	-0.12514
0.43		4.96019e-06	0.0612357
0.41		1.37552e-07	0.00217235
0.39		-9.81416e-06	-0.127147
0.37		-4.75939e-06	-0.0796388
0.35		-2.96372e-06	-0.0326682
0.33		-5.6337e-06	-0.103645
0.31		4.94203e-06	0.0519022
